Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Agg Entropy (bits)	Delta Time (s)	IQR BW (Hz)	Peak Freq Contour (Hz)	Center Freq (Hz)	Max Freq (Hz)	Unit Type	Contour	Description (Stimpert)	Description (Dunlop & Fournet)
101	Spectrogram 1	1	295.542024909	298.656112898	114.7	13904.8	218.8	2.294	3.114	31.2	218.8;218.8;156.2;437.5;156.2;437.5;218.8;437.5;218.8;218.8;218.8;218.8;218.8;250.0;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;437.5;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;437.5;437.5;218.8;218.8;218.8;218.8;406.2;437.5;406.2;437.5;406.2;437.5;437.5;406.2;437.5;406.2;437.5;406.2;437.5;406.2;406.2;406.2;406.2;406.2;406.2;406.2;406.2;406.2;406.2;218.8;406.2;406.2;437.5;406.2;406.2;375.0;406.2;406.2;437.5;406.2;437.5;437.5;406.2;437.5;437.5;437.5;437.5;437.5;437.5;437.5;406.2;437.5;406.2;437.5;218.8;125.0;406.2;437.5;218.8;125.0;218.8;406.2;406.2;406.2;187.5;406.2;406.2;406.2;375.0	218.8	218.8	K	1	tone w slight downsweep	descending moan
102	Spectrogram 1	1	300.686036920	302.231547255	13.5	1308.6	31.2	2.643	1.546	125.0	31.2;31.2;31.2;31.2;31.2;62.5;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;125.0;156.2;156.2;156.2;156.2;156.2;156.2;125.0;125.0;125.0;156.2;125.0;125.0;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2	125.0	31.2	N	1	moan	groan
103	Spectrogram 1	1	305.600080429	308.992780345	134.9	13934.0	218.8	2.307	3.393	31.2	406.2;218.8;218.8;437.5;218.8;218.8;218.8;218.8;218.8;218.8;437.5;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;437.5;437.5;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;187.5;406.2;218.8;218.8;437.5;406.2;218.8;437.5;218.8;218.8;437.5;437.5;437.5;437.5;437.5;437.5;437.5;437.5;437.5;437.5;437.5;375.0;375.0;375.0;437.5;437.5;437.5;437.5;437.5;437.5;437.5;437.5;437.5;437.5;437.5;437.5;406.2;437.5;437.5;437.5;437.5;437.5;437.5;437.5;437.5;437.5;437.5;406.2;406.2;437.5;437.5;406.2;218.8;406.2;437.5;406.2;437.5;156.2;437.5;375.0;437.5;437.5;437.5;437.5;437.5;437.5;437.5;250.0;437.5;156.2;437.5;218.8;218.8;156.2;437.5;437.5;156.2;156.2	218.8	218.8	K	1	tone w slight downsweep	descending moan
104	Spectrogram 1	1	310.754374532	312.679079292	27.0	1200.7	156.2	2.346	1.925	31.2	31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;93.8;125.0;31.2;31.2;31.2;31.2;31.2;31.2;156.2;31.2;31.2;156.2;62.5;125.0;125.0;156.2;156.2;125.0;125.0;156.2;156.2;125.0;125.0;156.2;156.2;156.2;125.0;156.2;156.2;156.2;125.0;125.0;156.2;156.2;156.2;125.0;156.2;156.2;125.0;125.0;125.0;125.0;125.0;125.0;156.2;156.2;125.0;125.0;156.2;125.0;125.0;156.2;125.0;125.0;125.0;156.2;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;31.2;125.0;125.0;125.0;156.2;125.0;125.0;31.2;31.2;125.0;125.0;125.0;125.0;125.0;31.2;31.2;31.2;62.5;31.2;31.2;62.5;31.2;31.2;62.5;31.2;31.2;31.2;62.5;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2	156.2	156.2	N	1	moan	groan
105	Spectrogram 1	1	315.778180177	319.301368551	134.9	13871.3	218.8	2.666	3.523	187.5	437.5;437.5;437.5;437.5;437.5;437.5;218.8;437.5;218.8;437.5;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;437.5;437.5;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;437.5;406.2;218.8;437.5;218.8;406.2;406.2;406.2;218.8;406.2;218.8;218.8;406.2;406.2;406.2;406.2;406.2;218.8;406.2;406.2;406.2;406.2;406.2;406.2;406.2;406.2;406.2;406.2;406.2;406.2;375.0;375.0;375.0;375.0;406.2;375.0;375.0;375.0;375.0;437.5;375.0;218.8;218.8;437.5;437.5;406.2;406.2;406.2;406.2;406.2;406.2;406.2;375.0;406.2;375.0;375.0;375.0;406.2;375.0;437.5;406.2;406.2;406.2;406.2;406.2;406.2;406.2;406.2;406.2;406.2;406.2;406.2;406.2;406.2;406.2;406.2;406.2;406.2;406.2;406.2;406.2;406.2;406.2;406.2;406.2;406.2;406.2;406.2;406.2;406.2;406.2;406.2;375.0;406.2;406.2;406.2;343.8;406.2;156.2;218.8;375.0;375.0;375.0;156.2;437.5;437.5;437.5;437.5;187.5;218.8;406.2;406.2;406.2;406.2;406.2;187.5;406.2;187.5;250.0;156.2;156.2;281.2;406.2;250.0;343.8;437.5;437.5;250.0;281.2;187.5;437.5;218.8;156.2	218.8	218.8	K	1	tone w slight downsweep	descending moan
106	Spectrogram 1	1	320.606253134	322.824556925	54.0	1234.4	125.0	2.409	2.218	31.2	62.5;62.5;62.5;62.5;125.0;62.5;62.5;93.8;62.5;62.5;93.8;62.5;62.5;187.5;125.0;62.5;187.5;125.0;93.8;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;156.2;156.2;125.0;125.0;156.2;125.0;125.0;125.0;156.2;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;250.0;125.0;125.0;62.5;125.0;125.0;125.0;62.5;62.5;125.0;125.0;125.0;62.5;125.0;125.0;125.0;125.0;250.0;62.5;125.0;125.0;62.5;62.5;156.2;62.5;281.2;281.2;125.0;125.0;62.5;281.2;281.2;281.2;281.2;281.2;281.2;281.2;281.2;281.2;281.2;281.2;281.2;62.5;281.2;250.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;187.5;62.5;93.8;93.8	125.0	125.0	N	1	moan w echo	groan
107	Spectrogram 1	1	323.575211413	324.751644653	38.2	1698.0	125.0	2.393	1.176	31.2	62.5;62.5;93.8;93.8;125.0;62.5;125.0;156.2;125.0;125.0;62.5;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;93.8;93.8;125.0;93.8;93.8;93.8;93.8;93.8;125.0;93.8;93.8;93.8;156.2;93.8;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;250.0;125.0;93.8	125.0	125.0	O	1	short moan	groan
108	Spectrogram 1	1	325.328327614	326.689299401	54.1	7240.3	156.2	3.753	1.361	156.2	62.5;125.0;250.0;125.0;250.0;62.5;93.8;93.8;93.8;62.5;93.8;93.8;125.0;125.0;125.0;62.5;62.5;62.5;125.0;125.0;156.2;125.0;187.5;125.0;125.0;156.2;156.2;156.2;250.0;250.0;281.2;312.5;312.5;343.8;62.5;62.5;62.5;62.5;62.5;62.5;62.5;125.0;62.5;62.5;62.5;62.5;125.0;156.2;125.0;125.0;62.5;250.0;125.0;281.2;312.5;375.0;62.5;62.5;437.5;62.5;62.5;62.5;62.5;156.2;62.5;93.8;62.5;62.5;93.8;187.5;156.2;62.5;62.5;62.5;62.5;62.5;62.5;62.5;62.5;62.5;62.5;62.5;62.5;62.5	156.2	156.2	P	0	broadband burst w echo (BB)	gurgle
109	Spectrogram 1	1	326.966107222	327.704261412	60.8	8833.4	187.5	2.653	0.738	31.2	156.2;156.2;156.2;156.2;156.2;187.5;187.5;187.5;218.8;218.8;250.0;281.2;312.5;343.8;375.0;656.2;656.2;656.2;62.5;62.5;62.5;62.5;125.0;93.8;156.2;156.2;187.5;187.5;218.8;218.8;218.8;218.8;218.8;250.0;312.5;312.5;281.2;343.8;343.8;62.5;62.5;93.8;62.5;62.5;62.5	218.8	187.5	P	0	BB	gurgle
110	Spectrogram 1	1	328.188675099	328.949896608	87.8	7846.4	218.8	2.046	0.761	0.0	312.5;312.5;281.2;1062.5;250.0;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;250.0;281.2;281.2;343.8;343.8;656.2;93.8;93.8;2312.5;125.0;125.0;156.2;93.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;250.0;250.0;312.5;312.5;375.0;343.8;343.8;375.0;343.8;93.8;156.2;218.8	218.8	218.8	P	0	BB	gurgle
111	Spectrogram 1	1	329.503512250	330.333935714	101.4	7681.4	218.8	2.039	0.830	31.2	218.8;218.8;218.8;218.8;187.5;187.5;187.5;187.5;187.5;187.5;218.8;218.8;218.8;218.8;250.0;250.0;312.5;312.5;343.8;250.0;2437.5;2781.2;2812.5;2812.5;2812.5;218.8;187.5;187.5;187.5;187.5;187.5;218.8;218.8;218.8;218.8;218.8;250.0;250.0;218.8;281.2;312.5;375.0;187.5;218.8;125.0;312.5;187.5;125.0;125.0;125.0;343.8	218.8	218.8	P	0	BB	gurgle
112	Spectrogram 1	1	332.156253870	333.286552473	27.0	1270.3	125.0	2.463	1.130	62.5	31.2;31.2;31.2;31.2;31.2;62.5;125.0;31.2;125.0;31.2;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;93.8;125.0;93.8;125.0;93.8;93.8;125.0;93.8;125.0;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;156.2;93.8;93.8;125.0;31.2;125.0;125.0;156.2;31.2;62.5;31.2;125.0;93.8;93.8;31.2	125.0	125.0	O	1	moan	groan +purr
113	Spectrogram 1	1	335.240934368	336.278963697	20.3	1297.3	125.0	2.542	1.038	62.5	93.8;187.5;31.2;93.8;125.0;31.2;125.0;250.0;125.0;156.2;125.0;156.2;125.0;125.0;93.8;125.0;125.0;125.0;125.0;125.0;125.0;125.0;93.8;125.0;125.0;125.0;125.0;125.0;125.0;93.8;125.0;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;62.5;93.8;93.8;62.5;31.2;281.2;31.2;31.2;93.8;93.8;31.2;93.8;93.8;93.8;93.8	125.0	125.0	O	1	moan	groan + purr
114	Spectrogram 1	1	337.224723753	338.078214535	114.9	7547.7	187.5	2.388	0.853	31.2	125.0;375.0;312.5;250.0;187.5;156.2;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;218.8;218.8;281.2;281.2;312.5;406.2;437.5;437.5;125.0;125.0;2281.2;593.8;187.5;156.2;187.5;156.2;187.5;187.5;187.5;187.5;187.5;218.8;218.8;218.8;281.2;187.5;312.5;281.2;375.0;406.2;437.5;437.5;250.0;312.5;187.5;125.0;156.2	187.5	187.5	P	0	BB	gurgle
115	Spectrogram 1	1	336.117492468	336.117492468	7858.5	7865.3	7875.0	0.000	0.000	0.0		7875.0	7875.0				
116	Spectrogram 1	1	338.510153413	339.617384698	74.3	8711.9	187.5	2.222	1.107	31.2	218.8;93.8;93.8;93.8;187.5;281.2;437.5;125.0;93.8;187.5;187.5;187.5;187.5;156.2;156.2;156.2;156.2;156.2;156.2;187.5;187.5;187.5;187.5;187.5;218.8;250.0;312.5;312.5;250.0;250.0;2437.5;2656.2;2718.8;2687.5;2718.8;2718.8;156.2;156.2;156.2;156.2;156.2;187.5;187.5;187.5;187.5;187.5;187.5;250.0;281.2;281.2;281.2;250.0;187.5;125.0;93.8;156.2;93.8;93.8;156.2;125.0;93.8;218.8;93.8;93.8;93.8;93.8;187.5;125.0;125.0	187.5	187.5	P	0	BB	gurgle
117	Spectrogram 1	1	339.871125201	340.609279391	70.9	8407.9	187.5	2.460	0.738	62.5	125.0;125.0;125.0;156.2;156.2;156.2;187.5;187.5;187.5;218.8;218.8;250.0;312.5;312.5;250.0;250.0;250.0;93.8;2687.5;2687.5;2750.0;125.0;93.8;125.0;125.0;156.2;156.2;156.2;187.5;187.5;187.5;218.8;218.8;250.0;281.2;312.5;468.8;406.2;93.8;187.5;125.0;125.0;156.2;187.5;156.2;125.0	187.5	187.5	P	0	BB	gurgle
118	Spectrogram 1	1	340.978356486	341.831847268	87.8	7705.5	187.5	2.318	0.853	31.2	187.5;187.5;218.8;187.5;218.8;312.5;218.8;187.5;187.5;156.2;156.2;156.2;187.5;187.5;187.5;187.5;187.5;187.5;187.5;218.8;250.0;281.2;312.5;250.0;250.0;1250.0;93.8;1375.0;1375.0;1375.0;1375.0;1406.2;156.2;187.5;187.5;187.5;187.5;187.5;187.5;218.8;218.8;218.8;250.0;312.5;312.5;406.2;281.2;93.8;93.8;312.5;125.0;125.0	187.5	187.5	P	0	BB	gurgle
119	Spectrogram 1	1	342.177857044	343.100549782	81.1	8082.0	187.5	2.320	0.923	31.2	343.8;93.8;343.8;187.5;187.5;187.5;218.8;187.5;187.5;156.2;156.2;156.2;156.2;156.2;187.5;187.5;187.5;187.5;187.5;218.8;250.0;281.2;281.2;343.8;250.0;1187.5;93.8;250.0;7218.8;7250.0;1906.2;1937.5;156.2;2312.5;156.2;187.5;187.5;187.5;187.5;187.5;218.8;218.8;218.8;250.0;312.5;250.0;281.2;281.2;281.2;1781.2;1781.2;187.5;312.5;281.2;343.8;125.0	187.5	187.5	P	0	BB	gurgle
120	Spectrogram 1	1	344.807531346	345.799426039	47.3	1277.0	125.0	2.735	0.992	125.0	62.5;93.8;125.0;125.0;62.5;125.0;62.5;125.0;93.8;93.8;93.8;93.8;125.0;125.0;125.0;125.0;93.8;125.0;93.8;125.0;93.8;125.0;125.0;93.8;125.0;93.8;125.0;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;62.5;93.8;62.5;250.0;93.8;93.8;93.8;62.5;93.8;93.8;93.8;156.2;93.8;93.8;93.8;93.8	125.0	125.0	O	1	moan	groan + purr
121	Spectrogram 1	1	348.013888608	348.890446709	54.1	1256.8	93.8	2.640	0.877	125.0	125.0;125.0;125.0;156.2;125.0;93.8;93.8;93.8;93.8;93.8;93.8;93.8;125.0;93.8;125.0;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;62.5;93.8;93.8;62.5;93.8;93.8;93.8;93.8;93.8;93.8;93.8	125.0	93.8	O	1	moan	groan + purr
122	Spectrogram 1	1	349.792634990	350.599991135	40.5	8341.4	281.2	3.316	0.807	93.8	125.0;125.0;125.0;125.0;125.0;125.0;125.0;156.2;156.2;218.8;218.8;218.8;250.0;281.2;312.5;343.8;343.8;968.8;1000.0;1000.0;2312.5;1156.2;1156.2;2343.8;93.8;62.5;125.0;125.0;125.0;125.0;156.2;62.5;218.8;218.8;62.5;125.0;281.2;343.8;62.5;62.5;62.5;125.0;62.5;2281.2;62.5;93.8;62.5;93.8;62.5	218.8	281.2	P	0	BB	gurgle
123	Spectrogram 1	1	351.153606777	351.914828286	47.3	8067.7	156.2	3.442	0.761	93.8	62.5;93.8;93.8;93.8;125.0;93.8;93.8;125.0;156.2;156.2;156.2;218.8;250.0;250.0;281.2;312.5;968.8;343.8;968.8;968.8;968.8;2375.0;2562.5;93.8;93.8;62.5;312.5;62.5;62.5;125.0;125.0;125.0;218.8;218.8;62.5;250.0;281.2;281.2;406.2;406.2;62.5;62.5;125.0;62.5;156.2;62.5	187.5	156.2	P	0	BB	gurgle
124	Spectrogram 1	1	352.330040018	353.183530800	47.3	7608.5	218.8	2.929	0.853	62.5	281.2;218.8;281.2;125.0;125.0;125.0;125.0;125.0;125.0;156.2;156.2;187.5;187.5;218.8;218.8;250.0;250.0;312.5;312.5;312.5;250.0;1093.8;1093.8;1093.8;1093.8;1031.2;1031.2;62.5;2312.5;125.0;125.0;125.0;156.2;156.2;218.8;218.8;218.8;218.8;281.2;281.2;312.5;312.5;437.5;406.2;62.5;62.5;187.5;187.5;62.5;62.5;187.5;93.8	218.8	218.8	P	0	BB	gurgle
125	Spectrogram 1	1	353.414203984	354.175425492	47.3	7300.4	187.5	3.255	0.761	93.8	218.8;93.8;93.8;93.8;156.2;93.8;93.8;156.2;187.5;187.5;218.8;250.0;312.5;312.5;625.0;1156.2;1187.5;1187.5;1187.5;1156.2;1156.2;1218.8;1218.8;62.5;62.5;62.5;93.8;93.8;93.8;187.5;156.2;218.8;218.8;281.2;281.2;312.5;531.2;531.2;62.5;62.5;93.8;1156.2;156.2;93.8;93.8;62.5	187.5	187.5	P	0	BB	gurgle
126	Spectrogram 1	1	354.495669956	355.441430012	47.3	7428.7	187.5	3.001	0.946	62.5	93.8;125.0;125.0;125.0;93.8;93.8;93.8;93.8;125.0;156.2;156.2;156.2;187.5;187.5;250.0;281.2;281.2;312.5;312.5;1031.2;1062.5;1062.5;1062.5;1906.2;1937.5;93.8;93.8;93.8;93.8;2343.8;2375.0;2406.2;156.2;156.2;218.8;218.8;218.8;281.2;281.2;312.5;312.5;312.5;1062.5;281.2;187.5;62.5;1937.5;1937.5;62.5;93.8;93.8;125.0;125.0;2375.0;62.5;93.8;62.5;62.5;93.8	187.5	187.5	P	0	BB	gurgle
127	Spectrogram 1	1	355.810507107	356.710132526	33.8	7451.4	218.8	3.362	0.900	93.8	93.8;93.8;93.8;125.0;156.2;156.2;187.5;218.8;250.0;281.2;281.2;250.0;250.0;250.0;1250.0;1218.8;1906.2;62.5;93.8;93.8;93.8;93.8;93.8;93.8;2437.5;2437.5;2437.5;156.2;156.2;218.8;250.0;281.2;281.2;281.2;250.0;125.0;62.5;187.5;187.5;62.5;62.5;93.8;93.8;4062.5;62.5;2375.0;62.5;62.5;93.8;62.5;125.0;62.5;93.8;156.2;62.5	218.8	218.8	P	0	BB	gurgle
128	Spectrogram 1	1	358.217871502	359.671112564	33.8	3108.1	93.8	2.991	1.453	156.2	62.5;62.5;281.2;312.5;312.5;312.5;62.5;156.2;62.5;312.5;312.5;312.5;312.5;312.5;62.5;312.5;312.5;62.5;62.5;93.8;62.5;93.8;125.0;62.5;156.2;62.5;125.0;62.5;187.5;125.0;93.8;125.0;93.8;93.8;93.8;93.8;93.8;93.8;125.0;93.8;125.0;93.8;62.5;93.8;62.5;93.8;93.8;93.8;93.8;62.5;93.8;62.5;93.8;62.5;62.5;62.5;62.5;93.8;62.5;62.5;62.5;62.5;93.8;62.5;62.5;93.8;62.5;62.5;250.0;62.5;62.5;62.5;62.5;62.5;62.5;312.5;62.5;62.5;62.5;62.5;62.5;62.5;62.5;62.5;62.5;62.5;62.5;62.5;62.5;62.5	93.8	93.8	O	1	grunts	groan + purr
129	Spectrogram 1	1	361.355026809	362.692931278	27.0	2675.7	93.8	3.159	1.338	156.2	31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;125.0;31.2;31.2;125.0;93.8;31.2;93.8;93.8;93.8;93.8;93.8;93.8;93.8;125.0;93.8;93.8;250.0;62.5;125.0;93.8;62.5;250.0;62.5;62.5;93.8;62.5;93.8;62.5;31.2;250.0;31.2;250.0;250.0;31.2;250.0;218.8;31.2;218.8;218.8;218.8;218.8;218.8;62.5;31.2;31.2;31.2;31.2;250.0;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;93.8;31.2	93.8	93.8	O	1	grunts	groan + purr
130	Spectrogram 1	1	363.684825971	364.422980161	27.0	3975.6	125.0	3.108	0.738	125.0	31.2;31.2;125.0;125.0;125.0;125.0;125.0;125.0;125.0;218.8;250.0;281.2;281.2;1031.2;281.2;31.2;31.2;62.5;31.2;31.2;62.5;31.2;31.2;31.2;62.5;31.2;31.2;31.2;31.2;31.2;125.0;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2	156.2	125.0	P	0	BB	gurgle
131	Spectrogram 1	1	364.768989937	365.807019267	47.3	5416.7	187.5	3.089	1.038	62.5	62.5;281.2;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;93.8;93.8;62.5;93.8;62.5;125.0;125.0;93.8;125.0;93.8;93.8;93.8;93.8;125.0;156.2;187.5;187.5;187.5;218.8;281.2;281.2;312.5;968.8;937.5;1250.0;1218.8;312.5;281.2;62.5;312.5;312.5;281.2;93.8;93.8;93.8;62.5;187.5;187.5;187.5;218.8;62.5;281.2;281.2;281.2;281.2;93.8;62.5;93.8;62.5;1750.0;62.5;62.5;62.5	187.5	187.5	P	0	BB	gurgle
132	Spectrogram 1	1	366.452904183	367.214125691	27.0	5478.0	281.2	3.396	0.761	125.0	31.2;31.2;125.0;125.0;93.8;125.0;125.0;156.2;156.2;218.8;250.0;281.2;312.5;312.5;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;281.2;281.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2	187.5	281.2	P	0	BB	gurgle
133	Spectrogram 1	1	367.467866194	368.136818429	40.5	5451.2	218.8	3.668	0.669	125.0	93.8;93.8;93.8;125.0;156.2;93.8;125.0;156.2;218.8;250.0;281.2;281.2;2593.8;62.5;1843.8;125.0;93.8;62.5;2312.5;62.5;62.5;62.5;62.5;62.5;93.8;93.8;93.8;93.8;125.0;187.5;156.2;93.8;281.2;281.2;125.0;62.5;93.8;62.5;62.5;62.5;62.5	187.5	218.8	P	0	BB	gurgle
134	Spectrogram 1	1	368.798890932	369.490910485	0.0	5490.6	281.2	3.511	0.692	93.8	125.0;187.5;218.8;218.8;250.0;281.2;343.8;343.8;1031.2;1031.2;62.5;31.2;2531.2;2593.8;2593.8;2625.0;2718.8;187.5;0.0;125.0;125.0;125.0;125.0;218.8;218.8;218.8;250.0;0.0;312.5;375.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0	218.8	281.2	P	0	BB	gurgle
135	Spectrogram 1	1	370.067593446	370.898016909	33.8	5549.9	281.2	3.488	0.830	156.2	125.0;93.8;93.8;125.0;187.5;218.8;218.8;250.0;281.2;312.5;343.8;1031.2;1093.8;62.5;62.5;2062.5;2093.8;2500.0;2531.2;2593.8;2625.0;2656.2;2656.2;2687.5;93.8;156.2;125.0;218.8;218.8;250.0;281.2;281.2;312.5;343.8;343.8;62.5;62.5;1968.8;2031.2;62.5;62.5;2562.5;62.5;2656.2;2656.2;2687.5;62.5;93.8;62.5;62.5;62.5	218.8	281.2	P	0	BB	gurgle
136	Spectrogram 1	1	372.489661881	373.573825848	20.3	1175.7	93.8	2.867	1.084	62.5	31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;31.2;125.0;125.0;125.0;93.8;125.0;125.0;125.0;93.8;125.0;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;62.5;93.8;93.8;93.8;93.8;93.8;93.8;62.5;93.8;62.5;93.8;93.8;62.5;93.8;62.5;62.5;93.8;62.5;62.5;62.5;62.5;62.5;31.2;31.2;31.2;31.2;31.2;31.2;31.2	93.8	93.8	O	1	grunts	groan + purr
137	Spectrogram 1	1	375.696019143	376.687913836	27.0	1202.7	93.8	3.007	0.992	125.0	31.2;93.8;125.0;31.2;62.5;125.0;125.0;31.2;125.0;125.0;62.5;125.0;125.0;31.2;125.0;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;125.0;62.5;31.2;93.8;93.8;125.0;62.5;62.5;62.5;62.5;62.5;62.5;62.5;62.5;62.5;62.5;62.5;62.5;62.5;218.8;62.5;62.5;31.2;218.8;62.5;62.5;218.8;62.5;62.5;31.2;31.2;93.8;31.2;62.5;93.8;31.2	93.8	93.8	O	1	grunts	groan + purr
138	Spectrogram 1	1	377.589022998	378.396379143	20.3	2934.8	93.8	2.706	0.807	31.2	31.2;31.2;62.5;31.2;31.2;31.2;31.2;31.2;93.8;93.8;93.8;93.8;93.8;93.8;93.8;93.8;375.0;62.5;937.5;62.5;31.2;62.5;62.5;31.2;31.2;31.2;31.2;31.2;125.0;31.2;31.2;31.2;125.0;93.8;31.2;93.8;93.8;343.8;93.8;93.8;31.2;31.2;31.2;31.2;31.2;62.5;31.2;31.2;31.2	93.8	93.8	P	0	BB	gurgle
